Date,Fob,Fob.ln,Fob.ma9,Fob.ma9.res,Fob.ma9.res.lag1,Fob.ln.ma9,Fob.ln.ma9.res,Fob.ln.ma9.res.lag1,Fob.dif7,Fob.dif7.lag1,Fob.ln.dif7,Fob.ln.dif7.lag1,Card,Card.ln,Card.ma9,Card.ma9.res,Card.ma9.res.lag1,Card.ln.ma9,Card.ln.ma9.res,Card.ln.ma9.res.lag1,Card.dif7,Card.dif7.lag1,Card.ln.dif7,Card.ln.dif7.lag1,Max.air.temp,Max.air.temp.ln,Max.air.temp.ma9,Max.air.temp.ma9.res,Max.air.temp.ma9.res.lag1,Max.air.temp.ma9.res.lead1,Max.air.temp.ln.ma9,Max.air.temp.ln.ma9.res,Max.air.temp.ln.ma9.res.lag1,Max.air.temp.ln.ma9.res.lead1,Max.air.temp.dif7,Max.air.temp.dif7.lag1,Max.air.temp.dif7.lead1,Max.air.temp.ln.dif7,Max.air.temp.ln.dif7.lag1,Max.air.temp.ln.dif7.lead1,Percip,Percip.light,Percip.light.lag1,Percip.light.lead1,Percip.heavy,Percip.heavy.lag1,Percip.heavy.lead1,Percip.dif7,Percip.dif7.lag1,Percip.dif7.lead1,Rel.humid,Rel.humid.ln,Rel.humid.ma9,Rel.humid.ma9.res,Rel.humid.ma9.res.lag1,Rel.humid.ma9.res.lead1,Rel.humid.ln.ma9,Rel.humid.ln.ma9.res,Rel.humid.ln.ma9.res.lag1,Rel.humid.ln.ma9.res.lead1,Rel.humid.dif7,Rel.humid.dif7.lag1,Rel.humid.dif7.lead1,Rel.humid.ln.dif7,Rel.humid.ln.dif7.lag1,Rel.humid.ln.dif7.lead1,Avg.wind,Avg.wind.ln,Avg.wind.ma9,Avg.wind.ma9.res,Avg.wind.ma9.res.lag1,Avg.wind.ma9.res.lead1,Avg.wind.ln.ma9,Avg.wind.ln.ma9.res,Avg.wind.ln.ma9.res.lag1,Avg.wind.ln.ma9.res.lead1,Avg.wind.dif7,Avg.wind.dif7.lag1,Avg.wind.dif7.lead1,Avg.wind.ln.dif7,Avg.wind.ln.dif7.lag1,Avg.wind.ln.dif7.lead1,Daylight,Daylight.ln,Daylight.ma9,Daylight.ma9.res,Daylight.ma9.res.lag1,Daylight.ma9.res.lead1,Daylight.ln.ma9,Daylight.ln.ma9.res,Daylight.ln.ma9.res.lag1,Daylight.ln.ma9.res.lead1,Daylight.dif7,Daylight.dif7.lag1,Daylight.dif7.lead1,Daylight.ln.dif7,Daylight.ln.dif7.lag1,Daylight.ln.dif7.lead1,Ozone.mean,Ozone.mean.ln,Ozone.mean.ma9,Ozone.mean.ma9.res,Ozone.mean.ma9.res.lag1,Ozone.mean.ma9.res.lead1,Ozone.mean.ln.ma9,Ozone.mean.ln.ma9.res,Ozone.mean.ln.ma9.res.lag1,Ozone.mean.ln.ma9.res.lead1,Ozone.mean.dif7,Ozone.mean.dif7.lag1,Ozone.mean.dif7.lead1,Ozone.mean.ln.dif7,Ozone.mean.ln.dif7.lag1,Ozone.mean.ln.dif7.lead1,NOX.mean,NOX.mean.ln,NOX.mean.ma9,NOX.mean.ma9.res,NOX.mean.ma9.res.lag1,NOX.mean.ma9.res.lead1,NOX.mean.ln.ma9,NOX.mean.ln.ma9.res,NOX.mean.ln.ma9.res.lag1,NOX.mean.ln.ma9.res.lead1,NOX.mean.dif7,NOX.mean.dif7.lag1,NOX.mean.dif7.lead1,NOX.mean.ln.dif7,NOX.mean.ln.dif7.lag1,NOX.mean.ln.dif7.lead1,PM10.mean,PM10.mean.ln,PM10.mean.ma9,PM10.mean.ma9.res,PM10.mean.ma9.res.lag1,PM10.mean.ma9.res.lead1,PM10.mean.ln.ma9,PM10.mean.ln.ma9.res,PM10.mean.ln.ma9.res.lag1,PM10.mean.ln.ma9.res.lead1,PM10.mean.dif7,PM10.mean.dif7.lag1,PM10.mean.dif7.lead1,PM10.mean.ln.dif7,PM10.mean.ln.dif7.lag1,PM10.mean.ln.dif7.lead1,Bank.hol,Red.Alert,Purple.Alert
26/03/2012,7562,8.930890984,6103.111111,0.239040198,0.298418972,8.589031293,0.039801891,0.040988395,282,508,0.038004843,0.186003569,10716,9.279493231,6717.444444,0.595249516,0.592807331,8.696435149,0.067045642,0.076917736,2429,6935,0.25704993,0.506159171,14.65,2.684440335,11.39777778,0.285338273,0.130146987,0.309938766,2.419518185,0.109493763,0.055294583,0.117491078,3.37,2.9,2.95,0.261409089,0.254642218,0.211880359,0.2,1,0,0,0,0,0,0,-0.2,0,69.45416667,4.240667063,73.39305556,-0.053668414,0.020143073,-0.324960107,4.282234823,-0.009707025,0.006240874,-0.089302353,2.65,-3.93333334,-21.37083333,0.038901609,-0.049791437,-0.359776924,5.913043478,1.77716067,7.870571658,-0.248714867,-0.119618874,-0.294489748,1.933119024,-0.080677057,-0.001426915,-0.155053464,-0.503623189,-1.215909091,-0.666666667,-0.081738102,-0.203932715,-0.132424586,45329,10.72170228,45298,0.000684357,0.000616404,0.000778459,10.71656566,0.000479316,0.000478211,0.000482862,1667,1669,1667,0.037468846,0.037715593,0.03726945,21,3.044522438,,,-0.448275862,,,,-0.151326807,,3,-8,-5,0.15415068,-0.405465108,-0.271933715,124,4.820281566,,,-0.004048583,,,,0.00937509,,17,-8,33,0.147452731,-0.093090423,0.268813588,38,3.63758616,,,0.409638554,,,,0.130911597,,19,10,6,0.693147181,0.485507816,0.262364264,0,0,0
27/03/2012,8144,9.005036739,6761,0.204555539,0.239040198,8.80868348,0.022290875,0.039801891,284,282,0.035494853,0.038004843,11645,9.362632182,7073.444444,0.646298362,0.595249516,8.812443716,0.062433133,0.067045642,2572,2429,0.249573933,0.25704993,15.45,2.737609003,11.79444444,0.309938766,0.285338273,0.530041919,2.449781531,0.117491078,0.109493763,0.182232983,2.95,3.37,3.6,0.211880359,0.261409089,0.219724745,0,0,1,0,0,0,0,0,0,0,49.35416667,3.899022193,73.11296296,-0.324960107,-0.053668414,-0.352073378,4.281357493,-0.089302353,-0.009707025,-0.097439202,-21.37083333,2.65,-15.95833334,-0.359776924,0.038901609,-0.285629904,4.708333333,1.549333988,6.673656858,-0.294489748,-0.248714867,-0.754163172,1.833647363,-0.155053464,-0.080677057,-0.716271132,-0.666666667,-0.503623189,-3.097826087,-0.132424586,-0.081738102,-1.056052674,45567,10.72693905,45531.55556,0.000778459,0.000684357,0.00085218,10.72176192,0.000482862,0.000479316,0.000484504,1667,1667,1665,0.03726945,0.037468846,0.037027678,16,2.772588722,,,,-0.568,,,,-0.227727413,-5,3,-14,-0.271933715,0.15415068,-0.773189888,140,4.941642423,,,,1.191048035,,,,0.191615162,33,17,122,0.268813588,0.147452731,0.792051255,26,3.258096538,,,,0.333333333,,,,0.126108795,6,19,6,0.262364264,0.693147181,0.207639365,0,0,0
28/03/2012,8210,9.013108202,6352.555556,0.292393263,0.204555539,8.723891073,0.033152309,0.022290875,347,284,0.04318471,0.035494853,13304,9.495820021,6886.888889,0.931786648,0.646298362,8.701308322,0.091309452,0.062433133,3880,2572,0.344805115,0.249573933,18.25,2.90416508,11.92777778,0.530041919,0.309938766,0.336373586,2.456508254,0.182232983,0.117491078,0.123215879,3.6,2.95,2.73,0.219724745,0.211880359,0.183550813,0,0,0,0,0,0,0,0,0,0,48.27083333,3.876827513,74.50046296,-0.352073378,-0.324960107,-0.204341863,4.29536439,-0.097439202,-0.089302353,-0.051578805,-15.95833334,-21.37083333,-10.94166667,-0.285629904,-0.359776924,-0.16848294,1.652173913,0.502091944,6.720611917,-0.754163172,-0.294489748,-0.401644962,1.76961882,-0.716271132,-0.155053464,-0.224644366,-3.097826087,-0.666666667,-2.833333333,-1.056052674,-0.132424586,-0.531234495,45804,10.7321267,45765,0.00085218,0.000778459,0.000958981,10.72692947,0.000484504,0.000482862,0.000489193,1665,1667,1665,0.037027678,0.03726945,0.036832706,12,2.48490665,27.77777778,-0.568,,-0.489690722,3.217654868,-0.227727413,,-0.128415593,-14,-5,1,-0.773189888,-0.271933715,0.09531018,223,5.407171771,101.7777778,1.191048035,,0.684120172,4.537682925,0.191615162,,0.13121848,122,33,80,0.792051255,0.268813588,0.457241378,32,3.465735903,24,0.333333333,,0.16918429,3.077620847,0.126108795,,0.095962044,6,6,-18,0.207639365,0.262364264,-0.349673748,0,0,0
29/03/2012,8212,9.013351778,6661.222222,0.232806792,0.292393263,8.792304646,0.025140977,0.033152309,459,347,0.057516634,0.04318471,12663,9.446439634,7394.222222,0.712553345,0.931786648,8.85096062,0.067278462,0.091309452,3266,3880,0.298293866,0.344805115,16.28,2.789937361,12.18222222,0.336373586,0.530041919,0.386178862,2.483883474,0.123215879,0.182232983,0.139219964,2.73,3.6,0.95,0.183550813,0.219724745,0.057330932,0,0,0,0,0,0,0,0,0,0,59.625,4.088074949,74.93796296,-0.204341863,-0.352073378,-0.089375126,4.310400245,-0.051578805,-0.097439202,-0.02056605,-10.94166667,-15.95833334,-2.7875,-0.16848294,-0.285629904,-0.039627323,4.041666667,1.396657148,6.75462963,-0.401644962,-0.754163172,-0.343963554,1.801311665,-0.224644366,-0.716271132,-0.202809545,-2.833333333,-3.097826087,0.75,-0.531234495,-1.056052674,0.207639365,46042,10.7373093,45997.88889,0.000958981,0.00085218,0.001047888,10.73205925,0.000489193,0.000484504,0.000492175,1665,1665,1664,0.036832706,0.037027678,0.036618169,11,2.397895273,21.55555556,-0.489690722,-0.568,-0.286343612,2.751191111,-0.128415593,-0.227727413,-0.007301578,1,-14,12,0.09531018,-0.773189888,1.098612289,218,5.384495063,129.4444444,0.684120172,1.191048035,0.24789916,4.759907266,0.13121848,0.191615162,0.068257744,80,122,-62,0.457241378,0.792051255,-0.385056236,43,3.761200116,36.77777778,0.16918429,0.333333333,0.359516616,3.431870782,0.095962044,0.126108795,0.131097808,-18,6,-27,-0.349673748,0.207639365,-0.431782416,0,0,0
30/03/2012,7674,8.945593271,6099.222222,0.258193212,0.232806792,8.663180288,0.032599227,0.025140977,159,459,0.020936969,0.057516634,13723,9.526828536,8780.555556,0.562885163,0.712553345,9.011979785,0.057129373,0.067278462,1701,3266,0.132334953,0.298293866,17.05,2.836150204,12.3,0.386178862,0.336373586,-0.021830005,2.489554514,0.139219964,0.123215879,-0.004226527,0.95,2.73,-4.7,0.057330932,0.183550813,-0.337692493,0,0,0,0,0,0,0,0,0,0,68.95833333,4.233502457,75.72638889,-0.089375126,-0.204341863,-0.112039053,4.322397091,-0.02056605,-0.051578805,-0.02634384,-2.7875,-10.94166667,-4.22083333,-0.039627323,-0.16848294,-0.05961114,4,1.386294361,6.097222222,-0.343963554,-0.401644962,0.032136451,1.738975112,-0.202809545,-0.224644366,0.025070021,0.75,-2.833333333,2.137681159,0.207639365,-0.531234495,0.375175586,46279,10.74244357,46230.55556,0.001047888,0.000958981,0.00111917,10.73715901,0.000492175,0.000489193,0.000493558,1664,1665,1661,0.036618169,0.036832706,0.036362071,18,2.890371758,25.22222222,-0.286343612,-0.489690722,0.04887218,2.911631261,-0.007301578,-0.128415593,0.031902067,12,1,18,1.098612289,0.09531018,0.869037847,132,4.882801923,105.7777778,0.24789916,0.684120172,-0.017766497,4.570808826,0.068257744,0.13121848,0.005621789,-62,80,-64,-0.385056236,0.457241378,-0.556287998,50,3.912023005,36.77777778,0.359516616,0.16918429,-0.153846154,3.458607186,0.131097808,0.095962044,-0.015600102,-27,-18,-41,-0.431782416,-0.349673748,-1.052092273,0,0,0
31/03/2012,3366,8.121480375,2752.111111,0.223061084,0.258193212,7.872187329,0.03166757,0.032599227,-456,159,-0.12704875,0.020936969,12171,9.406811352,11152.77778,0.091297634,0.562885163,9.198319815,0.022666263,0.057129373,-9158,1701,-0.561011576,0.132334953,11.7,2.459588842,11.96111111,-0.021830005,0.386178862,-0.051257253,2.470028484,-0.004226527,0.139219964,-0.016895892,-4.7,0.95,-2,-0.337692493,0.057330932,-0.168464522,0,0,0,0,0,0,0,0,0,0,68.71666667,4.229991771,77.38703704,-0.112039053,-0.089375126,-0.241885207,4.344441031,-0.02634384,-0.02056605,-0.062148896,-4.22083333,-2.7875,-18.72083333,-0.05961114,-0.039627323,-0.278369665,6.833333333,1.921812597,6.620571659,0.032136451,-0.343963554,-0.583988455,1.874811044,0.025070021,-0.202809545,-0.417667866,2.137681159,0.75,-2.5,0.375175586,0.207639365,-0.6257059,46515,10.74753012,46463,0.00111917,0.001047888,0.001220687,10.74222821,0.000493558,0.000492175,0.000497736,1661,1664,1660,0.036362071,0.036618169,0.036152188,31,3.433987204,29.55555556,0.04887218,-0.286343612,0.075085324,3.327822779,0.031902067,-0.007301578,0.051727067,18,12,19,0.869037847,1.098612289,0.782759339,86,4.454347296,87.55555556,-0.017766497,0.24789916,0.172214182,4.429445887,0.005621789,0.068257744,0.049767494,-64,-62,8,-0.556287998,-0.385056236,0.093090423,22,3.091042453,26,-0.153846154,0.359516616,0.139240506,3.140027197,-0.015600102,0.131097808,0.060740817,-41,-27,-6,-1.052092273,-0.431782416,-0.262364264,0,0,0
01/04/2012,2992,8.003697339,2214,0.351400181,0.223061084,7.639649459,0.047652432,0.03166757,-1,-456,-0.000334169,-0.12704875,18521,9.826660502,10346.44444,0.79008355,0.091297634,8.979927251,0.094291772,0.022666263,1061,-9158,0.058992673,-0.561011576,10.9,2.388762789,11.48888889,-0.051257253,-0.021830005,0.066311536,2.429816709,-0.016895892,-0.004226527,0.033722328,-2,-4.7,-1.75,-0.168464522,-0.337692493,-0.127213024,0,0,0,0,0,0,0,0,0,-0.2,58.325,4.066030818,76.93425926,-0.241885207,-0.112039053,-0.139426219,4.335475854,-0.062148896,-0.02634384,-0.032290837,-18.72083333,-4.22083333,-7.89166667,-0.278369665,-0.05961114,-0.120614144,2.875,1.056052674,6.910865906,-0.583988455,0.032136451,-0.542954637,1.813488578,-0.417667866,0.025070021,-0.333623569,-2.5,2.137681159,-2.246376811,-0.6257059,0.375175586,-0.477877686,46752,10.75261231,46695,0.001220687,0.00111917,0.001311746,10.74726302,0.000497736,0.000493558,0.000500943,1660,1661,1659,0.036152188,0.036362071,0.035945246,35,3.555348061,32.55555556,0.075085324,0.04887218,-0.341463415,3.380485465,0.051727067,0.031902067,-0.043105723,19,18,0,0.782759339,0.869037847,0,90,4.49980967,76.77777778,0.172214182,-0.017766497,0.620611552,4.286482192,0.049767494,0.005621789,0.132091294,8,-64,35,0.093090423,-0.556287998,0.248622637,20,2.995732274,17.55555556,0.139240506,-0.153846154,0.326315789,2.824188743,0.060740817,-0.015600102,0.133075631,-6,-41,-10,-0.262364264,-1.052092273,-0.30538165,0,0,0
02/04/2012,6869,8.834773814,6271.555556,0.095262561,0.351400181,8.612809498,0.025771418,0.047652432,-693,-1,-0.09611717,-0.000334169,11090,9.31379908,7281.888889,0.522956498,0.79008355,8.786644963,0.059994926,0.094291772,374,1061,0.03430585,0.058992673,12.9,2.557227311,12.09777778,0.066311536,-0.051257253,0.020646728,2.473804853,0.033722328,-0.016895892,0.017986167,-1.75,-2,-3,-0.127213024,-0.168464522,-0.21588838,0,0,0,0,0,0,1,-0.2,0,6.4,61.5625,4.120052919,71.53657407,-0.139426219,-0.241885207,0.035237539,4.257532196,-0.032290837,-0.062148896,0.01051794,-7.89166667,-18.72083333,26.1875,-0.120614144,-0.278369665,0.425662187,3.666666667,1.299282984,8.022544283,-0.542954637,-0.583988455,-0.379955995,1.949773317,-0.333623569,-0.417667866,-0.224572194,-2.246376811,-2.5,-0.541666666,-0.477877686,-0.6257059,-0.122217633,46988,10.75764753,46926.44444,0.001311746,0.001220687,0.001390142,10.75226126,0.000500943,0.000497736,0.00050294,1659,1660,1656,0.035945246,0.036152188,0.035697292,21,3.044522438,31.88888889,-0.341463415,0.075085324,0.015564202,3.181670652,-0.043105723,0.051727067,0.055753389,0,19,13,0,0.782759339,0.594707108,159,5.068904202,98.11111111,0.620611552,0.172214182,-0.027586207,4.477469468,0.132091294,0.049767494,0.005071618,35,8,-46,0.248622637,0.093090423,-0.39834764,28,3.33220451,21.11111111,0.326315789,0.139240506,0.076555024,2.940849152,0.133075631,0.060740817,0.042373844,-10,-6,-1,-0.30538165,-0.262364264,-0.039220713,0,0,0
03/04/2012,6175,8.728264161,6657,-0.072404987,0.095262561,8.792739435,-0.007332786,0.025771418,-1969,-693,-0.276772577,-0.09611717,7392,8.908153613,7304.888889,0.011925043,0.522956498,8.853053719,0.006223829,0.059994926,-4253,374,-0.454478569,0.03430585,12.45,2.521720623,12.19814815,0.020646728,0.066311536,-0.186796471,2.477165904,0.017986167,0.033722328,-0.073878611,-3,-1.75,-8.35,-0.21588838,-0.127213024,-0.611630323,6.4,0,0,1,1,0,0,6.4,-0.2,1,75.54166667,4.32468438,72.97037037,0.035237539,-0.139426219,-0.010337608,4.279671056,0.01051794,-0.032290837,0.001099652,26.1875,-7.89166667,25.25833334,0.425662187,-0.120614144,0.420854639,4.166666667,1.427116356,6.719953154,-0.379955995,-0.542954637,-0.109924825,1.840424531,-0.224572194,-0.333623569,0.008847015,-0.541666666,-2.246376811,4.472826087,-0.122217633,-0.477877686,1.310286813,47223,10.76263634,47157.44444,0.001390142,0.001311746,0.001493573,10.7572261,0.00050294,0.000500943,0.000507242,1656,1659,1655,0.035697292,0.035945246,0.035494757,29,3.36729583,28.55555556,0.015564202,-0.341463415,0.102766798,3.189471958,0.055753389,-0.043105723,0.061582029,13,0,19,0.594707108,0,0.949080555,94,4.543294782,96.66666667,-0.027586207,0.620611552,-0.3187251,4.520369197,0.005071618,0.132091294,-0.066938936,-46,35,-147,-0.39834764,0.248622637,-1.076438431,25,3.218875825,23.22222222,0.076555024,0.326315789,0.051401869,3.088024362,0.042373844,0.133075631,0.048340123,-1,-10,-7,-0.039220713,-0.30538165,-0.246860078,0,0,0
04/04/2012,6658,8.803574418,6402.333333,0.039933358,-0.072404987,8.730833903,0.008331451,-0.007332786,-1552,-1969,-0.209533784,-0.276772577,8071,8.996032669,7106.888889,0.135658672,0.011925043,8.73835731,0.029487849,0.006223829,-5233,-4253,-0.499787352,-0.454478569,9.9,2.292534757,12.17407407,-0.186796471,0.020646728,-0.242839588,2.475414977,-0.073878611,0.017986167,-0.106605731,-8.35,-3,-7.38,-0.611630323,-0.21588838,-0.603886084,1,1,0,0,0,1,0,1,6.4,0,73.52916667,4.297682153,74.29722222,-0.010337608,0.035237539,-0.028504775,4.292961391,0.001099652,0.01051794,-0.004898352,25.25833334,26.1875,14.40833333,0.420854639,0.425662187,0.216440493,6.125,1.812378756,6.881441225,-0.109924825,-0.379955995,0.105885444,1.796485224,0.008847015,-0.224572194,0.104104311,4.472826087,-0.541666666,3.583333333,1.310286813,-0.122217633,0.634775174,47459,10.76762146,47388.22222,0.001493573,0.001390142,0.001596035,10.76216244,0.000507242,0.00050294,0.000511429,1655,1656,1652,0.035494757,0.035697292,0.03525158,31,3.433987204,28.11111111,0.102766798,0.015564202,0.371428571,3.234782721,0.061582029,0.055753389,0.190710638,19,13,21,0.949080555,0.594707108,1.06784063,76,4.33073334,111.5555556,-0.3187251,-0.027586207,-0.30104712,4.641425422,-0.066938936,0.005071618,-0.054341449,-147,-46,-129,-1.076438431,-0.39834764,-0.895858693,25,3.218875825,23.77777778,0.051401869,0.076555024,-0.112244898,3.0704499,0.048340123,0.042373844,0.017997618,-7,-1,-14,-0.246860078,-0.039220713,-0.393904286,0,0,0
05/04/2012,5579,8.626764828,6592.888889,-0.153785223,0.039933358,8.782274616,-0.017707234,0.008331451,-2633,-1552,-0.38658695,-0.209533784,7369,8.905037291,7326.888889,0.005747475,0.135658672,8.839084422,0.007461505,0.029487849,-5294,-5233,-0.541402344,-0.499787352,8.9,2.186051277,11.75444444,-0.242839588,-0.186796471,-0.179954442,2.446905418,-0.106605731,-0.073878611,-0.07091844,-7.38,-8.35,-7.05,-0.603886084,-0.611630323,-0.533565111,0,0,1,0,0,0,0,0,1,0,74.03333333,4.304515442,76.20555556,-0.028504775,-0.010337608,-0.169406517,4.325704264,-0.004898352,0.001099652,-0.042152976,14.40833333,25.25833334,-6.55,0.216440493,0.420854639,-0.099803644,7.625,2.031432322,6.894927536,0.105885444,-0.109924825,-0.163747144,1.839891668,0.104104311,0.008847015,-0.062955589,3.583333333,4.472826087,1.083333333,0.634775174,1.310286813,0.239672853,47694,10.77256088,47618,0.001596035,0.001493573,0.001685918,10.7670543,0.000511429,0.000507242,0.000514445,1652,1655,1649,0.03525158,0.035494757,0.03501159,32,3.465735903,23.33333333,0.371428571,0.102766798,0.052419355,2.910644947,0.190710638,0.061582029,0.057898993,21,19,11,1.06784063,0.949080555,0.476924072,89,4.48863637,127.3333333,-0.30104712,-0.3187251,0.176848875,4.746571969,-0.054341449,-0.066938936,0.054544303,-129,-147,-10,-0.895858693,-1.076438431,-0.078780878,29,3.36729583,32.66666667,-0.112244898,0.051401869,-0.375,3.307763957,0.017997618,0.048340123,-0.099622701,-14,-7,-30,-0.393904286,-0.246860078,-0.916290732,0,0,0
06/04/2012,2084,7.642044403,6095,-0.658080394,-0.153785223,8.662503105,-0.117801828,-0.017707234,-5590,-2633,-1.303548868,-0.38658695,13512,9.511333458,8972.222222,0.505981424,0.005747475,9.043874833,0.05168787,0.007461505,-211,-5294,-0.015495078,-0.541402344,10,2.302585093,12.19444444,-0.179954442,-0.242839588,-0.094420601,2.478345489,-0.07091844,-0.106605731,-0.035156846,-7.05,-7.38,-1.15,-0.533565111,-0.603886084,-0.103462982,0,0,0,0,0,0,0,0,0,0,62.40833333,4.133698813,75.13703704,-0.169406517,-0.028504775,-0.043769451,4.31561482,-0.042152976,-0.004898352,-0.009280792,-6.55,14.40833333,4.25833333,-0.099803644,0.216440493,0.060125146,5.083333333,1.625967214,6.078703704,-0.163747144,0.105885444,-0.229166041,1.735208273,-0.062955589,0.104104311,-0.12926771,1.083333333,3.583333333,-1.666666666,0.239672853,0.634775174,-0.279584862,47928,10.77745516,47847.33333,0.001685918,0.001596035,0.001784204,10.77191361,0.000514445,0.000511429,0.000518247,1649,1652,1647,0.03501159,0.03525158,0.034795487,29,3.36729583,27.55555556,0.052419355,0.371428571,-0.045936396,3.183003153,0.057898993,0.190710638,0.005164195,11,21,-1,0.476924072,1.06784063,-0.032789823,122,4.804021045,103.6666667,0.176848875,-0.30104712,0.038461538,4.555542174,0.054544303,-0.054341449,0.017216276,-10,-129,7,-0.078780878,-0.895858693,0.078252197,20,2.995732274,32,-0.375,-0.112244898,-0.320754717,3.327196585,-0.099622701,0.017997618,-0.086487898,-30,-14,-6,-0.916290732,-0.393904286,-0.318453731,1,0,0
07/04/2012,1827,7.510430556,2697.444444,-0.32269226,-0.658080394,7.850867622,-0.043362986,-0.117801828,-1539,-5590,-0.611049818,-1.303548868,9876,9.19786285,11034.66667,-0.105002417,0.505981424,9.183832905,0.001527679,0.05168787,-2295,-211,-0.208948501,-0.015495078,10.55,2.35612586,11.65,-0.094420601,-0.179954442,-0.022406235,2.441978108,-0.035156846,-0.07091844,-0.003796221,-1.15,-7.05,0.25,-0.103462982,-0.533565111,0.022676709,0,0,0,1,0,0,0,0,0,0.8,72.975,4.290116917,76.31527778,-0.043769451,-0.169406517,0.066252486,4.330305584,-0.009280792,-0.042152976,0.016288413,4.25833333,-6.55,21.84583333,0.060125146,-0.099803644,0.318128957,5.166666667,1.642227735,6.702697262,-0.229166041,-0.163747144,0.023359068,1.886030591,-0.12926771,-0.062955589,0.078725143,-1.666666666,1.083333333,3.666666667,-0.279584862,0.239672853,0.822139301,48162,10.78232561,48076.22222,0.001784204,0.001685918,0.00189769,10.77674059,0.000518247,0.000514445,0.000523398,1647,1649,1644,0.034795487,0.03501159,0.03456013,30,3.401197382,31.44444444,-0.045936396,0.052419355,-0.235294118,3.383723177,0.005164195,0.057898993,-0.047172152,-1,11,-9,-0.032789823,0.476924072,-0.297251523,93,4.532599493,89.55555556,0.038461538,0.176848875,-0.179331307,4.455885736,0.017216276,0.054544303,-0.034927465,7,-10,-30,0.078252197,-0.078780878,-0.405465108,16,2.772588722,23.55555556,-0.320754717,-0.375,0.038461538,3.035087018,-0.086487898,-0.099622701,0.029228872,-6,-30,-2,-0.318453731,-0.916290732,-0.105360516,0,0,0
08/04/2012,1280,7.154615357,2329.222222,-0.450460335,-0.32269226,7.716292688,-0.072791087,-0.043362986,-1712,-1539,-0.849081982,-0.611049818,10240,9.234056899,11155.22222,-0.082044284,-0.105002417,9.15525975,0.008606763,0.001527679,-8281,-2295,-0.592603604,-0.208948501,11.15,2.411439498,11.40555556,-0.022406235,-0.094420601,-0.109342013,2.420628741,-0.003796221,-0.035156846,-0.041440849,0.25,-1.15,-1.65,0.022676709,-0.103462982,-0.136859183,0.8,1,0,0,0,0,1,0.8,0,7,80.17083333,4.384159775,75.18935185,0.066252486,-0.043769451,0.220877629,4.313893298,0.016288413,-0.009280792,0.049435472,21.84583333,4.25833333,28.39583333,0.318128957,0.060125146,0.379293681,6.541666667,1.878191975,6.392347387,0.023359068,-0.229166041,0.75104995,1.741121904,0.078725143,-0.12926771,0.350968916,3.666666667,-1.666666666,8.166666663,0.822139301,-0.279584862,1.171637423,48396,10.78717244,48304.33333,0.00189769,0.001784204,0.002003269,10.78152941,0.000523398,0.000518247,0.000527833,1644,1647,1641,0.03456013,0.034795487,0.034327811,26,3.258096538,34,-0.235294118,-0.045936396,0.566552901,3.419396846,-0.047172152,0.005164195,0.229157018,-9,-1,30,-0.297251523,-0.032789823,0.887303195,60,4.094344562,73.11111111,-0.179331307,0.038461538,-0.679715302,4.242525213,-0.034927465,0.017216276,-0.230873164,-30,7,-129,-0.405465108,0.078252197,-1.667706821,18,2.890371758,17.33333333,0.038461538,-0.320754717,-0.584615385,2.808288649,0.029228872,-0.086487898,-0.261382607,-2,-6,-19,-0.105360516,-0.318453731,-1.134979933,0,0,0
09/04/2012,897,6.799055862,5816.222222,-0.845776182,-0.450460335,8.489424578,-0.19911464,-0.072791087,-5972,-1712,-2.035717952,-0.849081982,2821,7.944846711,7744.222222,-0.635728428,-0.082044284,8.873721635,-0.104677041,0.008606763,-8269,-8281,-1.368952369,-0.592603604,11.25,2.420368129,12.63111111,-0.109342013,-0.022406235,-0.050899887,2.525006542,-0.041440849,-0.003796221,-0.015356552,-1.65,0.25,0.05,-0.136859183,0.022676709,0.004008021,7,0,1,1,1,0,0,7,0.8,-4.8,89.95833333,4.4993466,73.68333333,0.220877629,0.066252486,-0.045279827,4.2873971,0.049435472,0.016288413,-0.008300855,28.39583333,21.84583333,-5.5125,0.379293681,0.318128957,-0.075772558,11.83333333,2.470920408,6.757850241,0.75104995,0.023359068,0.608972397,1.828998712,0.350968916,0.078725143,0.298101391,8.166666663,3.666666667,6.416666663,1.171637423,0.822139301,0.932164081,48629,10.79197534,48531.77778,0.002003269,0.00189769,0.002126132,10.78628198,0.000527833,0.000523398,0.000533835,1641,1644,1639,0.034327811,0.03456013,0.034118936,51,3.931825633,32.55555556,0.566552901,-0.235294118,0.442508711,3.198798505,0.229157018,-0.047172152,0.160738508,30,-9,17,0.887303195,-0.297251523,0.461345567,30,3.401197382,93.66666667,-0.679715302,-0.179331307,-0.475186104,4.422154087,-0.230873164,-0.034927465,-0.131796594,-129,-30,-47,-1.667706821,-0.405465108,-0.693147181,9,2.197224577,21.66666667,-0.584615385,0.038461538,-0.42364532,2.974780447,-0.261382607,0.029228872,-0.159760456,-19,-2,-12,-1.134979933,-0.105360516,-0.653926467,1,0,0
