Date,Start hour,Annual member hires using a key
13/02/2017,23,87
14/02/2017,0,35
14/02/2017,1,9
14/02/2017,2,3
14/02/2017,3,4
14/02/2017,4,17
14/02/2017,5,60
14/02/2017,6,370
14/02/2017,7,1334
14/02/2017,8,2518
14/02/2017,9,1132
14/02/2017,10,409
14/02/2017,11,341
14/02/2017,12,489
14/02/2017,13,442
14/02/2017,14,381
14/02/2017,15,442
14/02/2017,16,748
14/02/2017,17,1900
14/02/2017,18,1611
14/02/2017,19,810
14/02/2017,20,375
14/02/2017,21,242
14/02/2017,22,180
14/02/2017,23,80
15/02/2017,0,58
15/02/2017,1,19
15/02/2017,2,7
15/02/2017,3,9
15/02/2017,4,17
15/02/2017,5,56
15/02/2017,6,366
15/02/2017,7,1288
15/02/2017,8,2500
15/02/2017,9,1164
15/02/2017,10,435
15/02/2017,11,332
15/02/2017,12,439
15/02/2017,13,432
15/02/2017,14,205
15/02/2017,15,294
15/02/2017,16,559
15/02/2017,17,1535
15/02/2017,18,1513
15/02/2017,19,800
15/02/2017,20,460
15/02/2017,21,348
15/02/2017,22,252
15/02/2017,23,128
16/02/2017,0,52
16/02/2017,1,22
16/02/2017,2,6
16/02/2017,3,10
16/02/2017,4,16
16/02/2017,5,51
16/02/2017,6,380
16/02/2017,7,1240
16/02/2017,8,2445
16/02/2017,9,1105
16/02/2017,10,435
16/02/2017,11,348
16/02/2017,12,456
16/02/2017,13,482
16/02/2017,14,397
16/02/2017,15,407
16/02/2017,16,665
16/02/2017,17,1594
16/02/2017,18,1520
16/02/2017,19,846
16/02/2017,20,426
16/02/2017,21,240
16/02/2017,22,208
16/02/2017,23,132
17/02/2017,0,64
17/02/2017,1,27
17/02/2017,2,22
17/02/2017,3,6
17/02/2017,4,9
17/02/2017,5,50
17/02/2017,6,329
17/02/2017,7,1121
17/02/2017,8,2197
17/02/2017,9,989
17/02/2017,10,425
17/02/2017,11,367
17/02/2017,12,480
17/02/2017,13,475
17/02/2017,14,426
17/02/2017,15,466
17/02/2017,16,783
17/02/2017,17,1498
17/02/2017,18,1181
17/02/2017,19,605
17/02/2017,20,369
17/02/2017,21,251
17/02/2017,22,201
17/02/2017,23,148
18/02/2017,0,88
18/02/2017,1,57
18/02/2017,2,39
18/02/2017,3,19
18/02/2017,4,14
18/02/2017,5,22
18/02/2017,6,39
18/02/2017,7,101
18/02/2017,8,216
18/02/2017,9,312
18/02/2017,10,390
18/02/2017,11,453
18/02/2017,12,465
18/02/2017,13,477
18/02/2017,14,454
18/02/2017,15,460
18/02/2017,16,462
18/02/2017,17,457
18/02/2017,18,345
18/02/2017,19,318
18/02/2017,20,201
18/02/2017,21,134
18/02/2017,22,132
18/02/2017,23,138
19/02/2017,0,109
19/02/2017,1,61
19/02/2017,2,44
19/02/2017,3,33
19/02/2017,4,16
19/02/2017,5,18
19/02/2017,6,37
19/02/2017,7,73
19/02/2017,8,142
19/02/2017,9,238
19/02/2017,10,328
19/02/2017,11,419
19/02/2017,12,412
19/02/2017,13,468
19/02/2017,14,434
19/02/2017,15,416
19/02/2017,16,449
19/02/2017,17,387
19/02/2017,18,346
19/02/2017,19,241
19/02/2017,20,179
19/02/2017,21,128
19/02/2017,22,106
19/02/2017,23,60
20/02/2017,0,17
20/02/2017,1,10
20/02/2017,2,4
20/02/2017,3,7
20/02/2017,4,17
20/02/2017,5,71
20/02/2017,6,408
20/02/2017,7,1428
20/02/2017,8,2660
20/02/2017,9,1139
20/02/2017,10,404
20/02/2017,11,348
20/02/2017,12,485
20/02/2017,13,482
20/02/2017,14,431
20/02/2017,15,469
20/02/2017,16,797
20/02/2017,17,2060
20/02/2017,18,1804
20/02/2017,19,944
20/02/2017,20,533
20/02/2017,21,295
20/02/2017,22,214
20/02/2017,23,99
21/02/2017,0,36
21/02/2017,1,11
21/02/2017,2,8
21/02/2017,3,6
21/02/2017,4,8
21/02/2017,5,66
21/02/2017,6,412
21/02/2017,7,1508
21/02/2017,8,2893
21/02/2017,9,1271
21/02/2017,10,462
21/02/2017,11,388
21/02/2017,12,492
21/02/2017,13,473
21/02/2017,14,389
21/02/2017,15,470
21/02/2017,16,855
21/02/2017,17,1935
21/02/2017,18,1838
21/02/2017,19,918
21/02/2017,20,524
21/02/2017,21,344
21/02/2017,22,210
21/02/2017,23,118
22/02/2017,0,39
22/02/2017,1,18
22/02/2017,2,13
22/02/2017,3,7
22/02/2017,4,12
22/02/2017,5,77
22/02/2017,6,408
22/02/2017,7,1520
22/02/2017,8,2612
22/02/2017,9,1116
22/02/2017,10,477
22/02/2017,11,399
22/02/2017,12,513
22/02/2017,13,478
22/02/2017,14,434
22/02/2017,15,472
22/02/2017,16,831
22/02/2017,17,1827
22/02/2017,18,1611
22/02/2017,19,844
22/02/2017,20,454
22/02/2017,21,296
22/02/2017,22,210
22/02/2017,23,118
23/02/2017,0,46
23/02/2017,1,29
23/02/2017,2,10
23/02/2017,3,11
23/02/2017,4,14
23/02/2017,5,67
23/02/2017,6,345
23/02/2017,7,1314
23/02/2017,8,2036
23/02/2017,9,1036
23/02/2017,10,436
23/02/2017,11,306
23/02/2017,12,434
23/02/2017,13,394
23/02/2017,14,333
23/02/2017,15,433
23/02/2017,16,725
23/02/2017,17,1448
23/02/2017,18,1392
23/02/2017,19,685
23/02/2017,20,428
23/02/2017,21,318
23/02/2017,22,230
23/02/2017,23,155
24/02/2017,0,71
24/02/2017,1,26
24/02/2017,2,13
24/02/2017,3,8
24/02/2017,4,15
24/02/2017,5,58
24/02/2017,6,344
24/02/2017,7,1240
24/02/2017,8,2352
24/02/2017,9,1089
24/02/2017,10,450
24/02/2017,11,377
24/02/2017,12,521
24/02/2017,13,488
24/02/2017,14,442
24/02/2017,15,522
24/02/2017,16,921
24/02/2017,17,1743
24/02/2017,18,1290
24/02/2017,19,623
24/02/2017,20,372
24/02/2017,21,223
24/02/2017,22,160
24/02/2017,23,152
25/02/2017,0,119
25/02/2017,1,48
25/02/2017,2,34
25/02/2017,3,18
25/02/2017,4,15
25/02/2017,5,25
25/02/2017,6,41
25/02/2017,7,87
25/02/2017,8,224
25/02/2017,9,334
25/02/2017,10,415
25/02/2017,11,408
25/02/2017,12,414
25/02/2017,13,467
25/02/2017,14,391
25/02/2017,15,343
25/02/2017,16,239
25/02/2017,17,219
25/02/2017,18,276
25/02/2017,19,209
25/02/2017,20,87
25/02/2017,21,85
25/02/2017,22,106
25/02/2017,23,92
26/02/2017,0,91
26/02/2017,1,50
26/02/2017,2,45
26/02/2017,3,25
26/02/2017,4,18
26/02/2017,5,20
26/02/2017,6,34
26/02/2017,7,74
26/02/2017,8,126
26/02/2017,9,223
26/02/2017,10,307
26/02/2017,11,370
26/02/2017,12,420
26/02/2017,13,398
26/02/2017,14,408
26/02/2017,15,398
26/02/2017,16,335
26/02/2017,17,322
26/02/2017,18,300
26/02/2017,19,191
26/02/2017,20,148
26/02/2017,21,97
26/02/2017,22,79
26/02/2017,23,38
27/02/2017,0,19
27/02/2017,1,11
27/02/2017,2,1
27/02/2017,3,2
27/02/2017,4,12
27/02/2017,5,55
27/02/2017,6,360
27/02/2017,7,1356
27/02/2017,8,2536
27/02/2017,9,1093
27/02/2017,10,225
27/02/2017,11,234
27/02/2017,12,192
27/02/2017,13,181
27/02/2017,14,241
27/02/2017,15,291
27/02/2017,16,497
27/02/2017,17,1749
27/02/2017,18,1571
27/02/2017,19,800
27/02/2017,20,364
27/02/2017,21,253
27/02/2017,22,173
27/02/2017,23,105
28/02/2017,0,28
28/02/2017,1,10
28/02/2017,2,1
28/02/2017,3,6
28/02/2017,4,11
28/02/2017,5,74
28/02/2017,6,435
28/02/2017,7,1530
28/02/2017,8,2805
28/02/2017,9,1218
28/02/2017,10,458
28/02/2017,11,377
28/02/2017,12,482
28/02/2017,13,478
28/02/2017,14,371
28/02/2017,15,264
28/02/2017,16,620
28/02/2017,17,1780
28/02/2017,18,1621
28/02/2017,19,714
28/02/2017,20,476
28/02/2017,21,299
28/02/2017,22,209
28/02/2017,23,111
01/03/2017,0,43
01/03/2017,1,15
01/03/2017,2,8
01/03/2017,3,7
01/03/2017,4,18
01/03/2017,5,50
01/03/2017,6,353
01/03/2017,7,1436
01/03/2017,8,2692
01/03/2017,9,1239
01/03/2017,10,487
01/03/2017,11,378
01/03/2017,12,507
01/03/2017,13,477
01/03/2017,14,372
01/03/2017,15,389
01/03/2017,16,784
01/03/2017,17,1734
01/03/2017,18,1527
01/03/2017,19,776
01/03/2017,20,408
01/03/2017,21,232
01/03/2017,22,212
01/03/2017,23,116
02/03/2017,0,57
02/03/2017,1,14
02/03/2017,2,15
02/03/2017,3,5
02/03/2017,4,12
02/03/2017,5,62
02/03/2017,6,386
02/03/2017,7,1423
02/03/2017,8,2642
02/03/2017,9,1160
02/03/2017,10,437
02/03/2017,11,383
02/03/2017,12,530
02/03/2017,13,478
02/03/2017,14,463
02/03/2017,15,474
02/03/2017,16,815
02/03/2017,17,1808
02/03/2017,18,1589
02/03/2017,19,818
02/03/2017,20,547
02/03/2017,21,354
02/03/2017,22,221
02/03/2017,23,146
03/03/2017,0,71
03/03/2017,1,22
03/03/2017,2,9
03/03/2017,3,6
03/03/2017,4,13
03/03/2017,5,56
03/03/2017,6,214
03/03/2017,7,960
03/03/2017,8,2116
03/03/2017,9,855
03/03/2017,10,268
03/03/2017,11,296
03/03/2017,12,438
03/03/2017,13,430
03/03/2017,14,431
03/03/2017,15,515
03/03/2017,16,860
03/03/2017,17,1692
03/03/2017,18,1259
03/03/2017,19,620
03/03/2017,20,376
03/03/2017,21,227
03/03/2017,22,169
03/03/2017,23,119
04/03/2017,0,114
04/03/2017,1,66
04/03/2017,2,41
04/03/2017,3,28
04/03/2017,4,21
04/03/2017,5,24
04/03/2017,6,45
04/03/2017,7,128
04/03/2017,8,234
04/03/2017,9,356
04/03/2017,10,461
04/03/2017,11,526
04/03/2017,12,505
04/03/2017,13,505
04/03/2017,14,442
04/03/2017,15,449
04/03/2017,16,410
04/03/2017,17,425
04/03/2017,18,341
04/03/2017,19,297
04/03/2017,20,201
04/03/2017,21,163
04/03/2017,22,144
04/03/2017,23,129
05/03/2017,0,99
05/03/2017,1,66
05/03/2017,2,40
05/03/2017,3,27
05/03/2017,4,17
05/03/2017,5,17
05/03/2017,6,29
05/03/2017,7,55
05/03/2017,8,88
05/03/2017,9,131
05/03/2017,10,279
05/03/2017,11,352
05/03/2017,12,384
05/03/2017,13,390
05/03/2017,14,239
05/03/2017,15,292
05/03/2017,16,214
05/03/2017,17,200
05/03/2017,18,175
05/03/2017,19,183
05/03/2017,20,105
05/03/2017,21,81
05/03/2017,22,84
05/03/2017,23,47
06/03/2017,0,18
06/03/2017,1,14
06/03/2017,2,7
06/03/2017,3,1
06/03/2017,4,17
06/03/2017,5,71
06/03/2017,6,413
06/03/2017,7,1460
06/03/2017,8,2763
06/03/2017,9,1112
06/03/2017,10,421
06/03/2017,11,336
06/03/2017,12,435
06/03/2017,13,438
06/03/2017,14,381
06/03/2017,15,478
06/03/2017,16,860
06/03/2017,17,2048
06/03/2017,18,1808
06/03/2017,19,889
06/03/2017,20,499
06/03/2017,21,298
06/03/2017,22,207
06/03/2017,23,81
07/03/2017,0,34
07/03/2017,1,21
07/03/2017,2,5
07/03/2017,3,2
07/03/2017,4,13
07/03/2017,5,67
07/03/2017,6,460
07/03/2017,7,1583
07/03/2017,8,2835
07/03/2017,9,1190
07/03/2017,10,480
07/03/2017,11,371
07/03/2017,12,526
07/03/2017,13,527
07/03/2017,14,478
07/03/2017,15,484
07/03/2017,16,882
07/03/2017,17,2032
07/03/2017,18,1797
07/03/2017,19,913
07/03/2017,20,486
07/03/2017,21,350
07/03/2017,22,238
07/03/2017,23,129
08/03/2017,0,43
08/03/2017,1,6
08/03/2017,2,8
08/03/2017,3,4
08/03/2017,4,11
08/03/2017,5,64
08/03/2017,6,414
08/03/2017,7,1442
08/03/2017,8,2249
08/03/2017,9,722
08/03/2017,10,417
08/03/2017,11,316
08/03/2017,12,437
08/03/2017,13,414
08/03/2017,14,384
08/03/2017,15,477
08/03/2017,16,794
08/03/2017,17,1872
08/03/2017,18,1674
08/03/2017,19,875
08/03/2017,20,446
08/03/2017,21,351
08/03/2017,22,227
08/03/2017,23,142
09/03/2017,0,58
09/03/2017,1,25
09/03/2017,2,23
09/03/2017,3,4
09/03/2017,4,18
09/03/2017,5,62
09/03/2017,6,413
09/03/2017,7,1515
09/03/2017,8,2840
09/03/2017,9,1211
09/03/2017,10,514
09/03/2017,11,426
09/03/2017,12,538
09/03/2017,13,552
09/03/2017,14,511
09/03/2017,15,503
09/03/2017,16,901
09/03/2017,17,1805
09/03/2017,18,1699
09/03/2017,19,869
09/03/2017,20,563
09/03/2017,21,399
09/03/2017,22,272
09/03/2017,23,150
10/03/2017,0,66
10/03/2017,1,28
10/03/2017,2,19
10/03/2017,3,6
10/03/2017,4,19
10/03/2017,5,67
10/03/2017,6,387
10/03/2017,7,1291
10/03/2017,8,2546
10/03/2017,9,1150
10/03/2017,10,407
10/03/2017,11,358
10/03/2017,12,562
10/03/2017,13,567
10/03/2017,14,483
10/03/2017,15,538
10/03/2017,16,873
10/03/2017,17,1778
10/03/2017,18,1273
10/03/2017,19,678
10/03/2017,20,379
10/03/2017,21,241
10/03/2017,22,216
10/03/2017,23,155
11/03/2017,0,110
11/03/2017,1,61
11/03/2017,2,45
11/03/2017,3,30
11/03/2017,4,22
11/03/2017,5,26
11/03/2017,6,50
11/03/2017,7,117
11/03/2017,8,257
11/03/2017,9,340
11/03/2017,10,502
11/03/2017,11,519
11/03/2017,12,553
11/03/2017,13,554
11/03/2017,14,541
11/03/2017,15,539
11/03/2017,16,468
11/03/2017,17,446
11/03/2017,18,413
11/03/2017,19,320
11/03/2017,20,221
11/03/2017,21,158
11/03/2017,22,151
11/03/2017,23,147
12/03/2017,0,105
12/03/2017,1,76
12/03/2017,2,47
12/03/2017,3,24
12/03/2017,4,28
12/03/2017,5,22
12/03/2017,6,33
12/03/2017,7,72
12/03/2017,8,138
12/03/2017,9,282
12/03/2017,10,377
12/03/2017,11,348
12/03/2017,12,346
12/03/2017,13,237
12/03/2017,14,242
12/03/2017,15,355
12/03/2017,16,325
12/03/2017,17,379
12/03/2017,18,327
12/03/2017,19,215
12/03/2017,20,196
12/03/2017,21,146
12/03/2017,22,104
12/03/2017,23,82
13/03/2017,0,38
13/03/2017,1,9
13/03/2017,2,4
13/03/2017,3,5
13/03/2017,4,13
13/03/2017,5,72
13/03/2017,6,435
13/03/2017,7,1530
13/03/2017,8,2759
13/03/2017,9,1169
13/03/2017,10,451
13/03/2017,11,398
13/03/2017,12,506
13/03/2017,13,511
13/03/2017,14,461
13/03/2017,15,505
13/03/2017,16,882
13/03/2017,17,2125
13/03/2017,18,1843
13/03/2017,19,963
13/03/2017,20,531
13/03/2017,21,350
13/03/2017,22,215
13/03/2017,23,94
14/03/2017,0,43
14/03/2017,1,23
14/03/2017,2,10
14/03/2017,3,5
14/03/2017,4,14
14/03/2017,5,80
14/03/2017,6,498
14/03/2017,7,1750
14/03/2017,8,2877
14/03/2017,9,1176
14/03/2017,10,454
14/03/2017,11,404
14/03/2017,12,549
14/03/2017,13,535
14/03/2017,14,442
14/03/2017,15,469
14/03/2017,16,896
14/03/2017,17,2127
14/03/2017,18,1883
14/03/2017,19,978
14/03/2017,20,538
14/03/2017,21,375
14/03/2017,22,228
14/03/2017,23,122
15/03/2017,0,40
15/03/2017,1,16
15/03/2017,2,4
15/03/2017,3,7
15/03/2017,4,15
15/03/2017,5,85
15/03/2017,6,481
15/03/2017,7,1676
15/03/2017,8,2923
15/03/2017,9,1198
15/03/2017,10,477
15/03/2017,11,392
15/03/2017,12,556
15/03/2017,13,560
15/03/2017,14,477
15/03/2017,15,538
15/03/2017,16,892
15/03/2017,17,2114
15/03/2017,18,1837
15/03/2017,19,951
15/03/2017,20,570
15/03/2017,21,394
15/03/2017,22,266
15/03/2017,23,153
16/03/2017,0,54
16/03/2017,1,21
16/03/2017,2,19
16/03/2017,3,7
16/03/2017,4,19
16/03/2017,5,61
16/03/2017,6,441
16/03/2017,7,1589
16/03/2017,8,2863
16/03/2017,9,1251
16/03/2017,10,482
16/03/2017,11,418
16/03/2017,12,564
16/03/2017,13,554
16/03/2017,14,479
16/03/2017,15,504
16/03/2017,16,893
16/03/2017,17,1948
16/03/2017,18,1683
16/03/2017,19,830
16/03/2017,20,521
16/03/2017,21,385
16/03/2017,22,269
16/03/2017,23,149
17/03/2017,0,53
17/03/2017,1,26
17/03/2017,2,13
17/03/2017,3,6
17/03/2017,4,16
17/03/2017,5,65
17/03/2017,6,398
17/03/2017,7,1363
17/03/2017,8,2468
17/03/2017,9,1132
17/03/2017,10,463
17/03/2017,11,392
17/03/2017,12,550
17/03/2017,13,519
17/03/2017,14,443
17/03/2017,15,485
17/03/2017,16,894
17/03/2017,17,1709
17/03/2017,18,1177
17/03/2017,19,685
17/03/2017,20,308
17/03/2017,21,210
17/03/2017,22,172
17/03/2017,23,166
18/03/2017,0,125
18/03/2017,1,61
18/03/2017,2,37
18/03/2017,3,18
18/03/2017,4,16
18/03/2017,5,25
18/03/2017,6,34
18/03/2017,7,104
18/03/2017,8,226
18/03/2017,9,327
18/03/2017,10,434
18/03/2017,11,481
18/03/2017,12,500
18/03/2017,13,455
18/03/2017,14,419
18/03/2017,15,447
18/03/2017,16,423
18/03/2017,17,421
18/03/2017,18,367
18/03/2017,19,304
18/03/2017,20,190
18/03/2017,21,175
18/03/2017,22,147
18/03/2017,23,127
19/03/2017,0,109
19/03/2017,1,69
19/03/2017,2,35
19/03/2017,3,25
19/03/2017,4,23
19/03/2017,5,23
19/03/2017,6,27
19/03/2017,7,71
19/03/2017,8,158
19/03/2017,9,280
19/03/2017,10,357
19/03/2017,11,389
19/03/2017,12,420
19/03/2017,13,419
19/03/2017,14,398
19/03/2017,15,419
19/03/2017,16,408
19/03/2017,17,405
19/03/2017,18,332
19/03/2017,19,234
19/03/2017,20,176
19/03/2017,21,123
19/03/2017,22,107
19/03/2017,23,63
20/03/2017,0,18
20/03/2017,1,15
20/03/2017,2,6
20/03/2017,3,2
20/03/2017,4,16
20/03/2017,5,78
20/03/2017,6,392
20/03/2017,7,1211
20/03/2017,8,2458
20/03/2017,9,1151
20/03/2017,10,394
20/03/2017,11,327
20/03/2017,12,412
20/03/2017,13,371
20/03/2017,14,274
20/03/2017,15,299
20/03/2017,16,742
20/03/2017,17,1891
20/03/2017,18,1739
20/03/2017,19,865
20/03/2017,20,498
20/03/2017,21,292
20/03/2017,22,189
20/03/2017,23,103
21/03/2017,0,35
21/03/2017,1,14
21/03/2017,2,10
21/03/2017,3,5
21/03/2017,4,15
21/03/2017,5,73
21/03/2017,6,468
21/03/2017,7,1660
21/03/2017,8,2786
21/03/2017,9,1222
21/03/2017,10,463
21/03/2017,11,378
21/03/2017,12,555
21/03/2017,13,518
21/03/2017,14,506
21/03/2017,15,499
21/03/2017,16,893
21/03/2017,17,1993
21/03/2017,18,1866
21/03/2017,19,958
21/03/2017,20,525
21/03/2017,21,366
21/03/2017,22,262
21/03/2017,23,112
22/03/2017,0,46
22/03/2017,1,20
22/03/2017,2,5
22/03/2017,3,6
22/03/2017,4,18
22/03/2017,5,57
22/03/2017,6,451
22/03/2017,7,1599
22/03/2017,8,2040
22/03/2017,9,812
22/03/2017,10,215
22/03/2017,11,183
22/03/2017,12,268
22/03/2017,13,297
22/03/2017,14,352
22/03/2017,15,452
22/03/2017,16,818
22/03/2017,17,1907
22/03/2017,18,1642
22/03/2017,19,916
22/03/2017,20,458
22/03/2017,21,334
22/03/2017,22,210
22/03/2017,23,100
23/03/2017,0,31
23/03/2017,1,18
23/03/2017,2,9
23/03/2017,3,7
23/03/2017,4,14
23/03/2017,5,63
23/03/2017,6,391
23/03/2017,7,1410
23/03/2017,8,2667
23/03/2017,9,1159
23/03/2017,10,521
23/03/2017,11,377
23/03/2017,12,562
23/03/2017,13,474
23/03/2017,14,465
23/03/2017,15,463
23/03/2017,16,875
23/03/2017,17,1807
23/03/2017,18,1672
23/03/2017,19,857
23/03/2017,20,542
23/03/2017,21,363
23/03/2017,22,227
23/03/2017,23,140
24/03/2017,0,68
24/03/2017,1,28
24/03/2017,2,13
24/03/2017,3,12
24/03/2017,4,16
24/03/2017,5,66
24/03/2017,6,363
24/03/2017,7,1274
24/03/2017,8,2234
24/03/2017,9,1150
24/03/2017,10,473
24/03/2017,11,404
24/03/2017,12,531
24/03/2017,13,568
24/03/2017,14,473
24/03/2017,15,547
24/03/2017,16,900
24/03/2017,17,1755
24/03/2017,18,1314
24/03/2017,19,721
24/03/2017,20,390
24/03/2017,21,229
24/03/2017,22,188
24/03/2017,23,133
25/03/2017,0,97
25/03/2017,1,47
25/03/2017,2,30
25/03/2017,3,35
25/03/2017,4,22
25/03/2017,5,33
25/03/2017,6,52
25/03/2017,7,115
25/03/2017,8,236
25/03/2017,9,357
25/03/2017,10,501
25/03/2017,11,505
25/03/2017,12,551
25/03/2017,13,551
25/03/2017,14,509
25/03/2017,15,520
25/03/2017,16,494
25/03/2017,17,492
25/03/2017,18,382
25/03/2017,19,303
25/03/2017,20,186
25/03/2017,21,137
25/03/2017,22,138
25/03/2017,23,118
26/03/2017,0,92
26/03/2017,2,58
26/03/2017,3,34
26/03/2017,4,24
26/03/2017,5,29
26/03/2017,6,27
26/03/2017,7,67
26/03/2017,8,110
26/03/2017,9,205
26/03/2017,10,317
26/03/2017,11,392
26/03/2017,12,438
26/03/2017,13,460
26/03/2017,14,466
26/03/2017,15,448
26/03/2017,16,451
26/03/2017,17,458
26/03/2017,18,402
26/03/2017,19,292
26/03/2017,20,218
26/03/2017,21,156
26/03/2017,22,124
26/03/2017,23,75
27/03/2017,0,37
27/03/2017,1,20
27/03/2017,2,11
27/03/2017,3,9
27/03/2017,4,12
27/03/2017,5,72
27/03/2017,6,378
27/03/2017,7,1343
27/03/2017,8,2590
27/03/2017,9,1230
27/03/2017,10,422
27/03/2017,11,330
27/03/2017,12,472
27/03/2017,13,450
27/03/2017,14,444
27/03/2017,15,494
27/03/2017,16,869
27/03/2017,17,2138
27/03/2017,18,1975
27/03/2017,19,947
27/03/2017,20,497
27/03/2017,21,323
27/03/2017,22,212
27/03/2017,23,95
28/03/2017,0,35
28/03/2017,1,17
28/03/2017,2,8
28/03/2017,3,5
28/03/2017,4,13
28/03/2017,5,76
28/03/2017,6,419
28/03/2017,7,1552
28/03/2017,8,2811
28/03/2017,9,1304
28/03/2017,10,502
28/03/2017,11,430
28/03/2017,12,536
28/03/2017,13,586
28/03/2017,14,447
28/03/2017,15,526
28/03/2017,16,909
28/03/2017,17,2098
28/03/2017,18,1831
28/03/2017,19,992
28/03/2017,20,558
28/03/2017,21,361
28/03/2017,22,249
28/03/2017,23,81
29/03/2017,0,41
29/03/2017,1,19
29/03/2017,2,11
29/03/2017,3,6
29/03/2017,4,10
29/03/2017,5,74
29/03/2017,6,433
29/03/2017,7,1492
29/03/2017,8,2782
29/03/2017,9,1261
29/03/2017,10,427
29/03/2017,11,391
29/03/2017,12,513
29/03/2017,13,512
29/03/2017,14,421
29/03/2017,15,494
29/03/2017,16,856
29/03/2017,17,1868
29/03/2017,18,1810
29/03/2017,19,948
29/03/2017,20,518
29/03/2017,21,361
29/03/2017,22,278
29/03/2017,23,159
30/03/2017,0,64
30/03/2017,1,15
30/03/2017,2,9
30/03/2017,3,6
30/03/2017,4,14
30/03/2017,5,59
30/03/2017,6,394
30/03/2017,7,1484
30/03/2017,8,2743
30/03/2017,9,1264
30/03/2017,10,490
30/03/2017,11,392
30/03/2017,12,571
30/03/2017,13,532
30/03/2017,14,456
30/03/2017,15,515
30/03/2017,16,867
30/03/2017,17,1869
30/03/2017,18,1773
30/03/2017,19,977
30/03/2017,20,570
30/03/2017,21,401
30/03/2017,22,309
30/03/2017,23,193
31/03/2017,0,84
31/03/2017,1,45
31/03/2017,2,27
31/03/2017,3,8
31/03/2017,4,18
31/03/2017,5,54
31/03/2017,6,351
31/03/2017,7,1270
31/03/2017,8,2293
31/03/2017,9,1137
31/03/2017,10,490
31/03/2017,11,394
31/03/2017,12,561
31/03/2017,13,500
31/03/2017,14,477
31/03/2017,15,528
31/03/2017,16,874
31/03/2017,17,1722
31/03/2017,18,1319
31/03/2017,19,753
31/03/2017,20,392
31/03/2017,21,284
31/03/2017,22,189
31/03/2017,23,162
01/04/2017,0,127
01/04/2017,1,63
01/04/2017,2,55
01/04/2017,3,28
01/04/2017,4,12
01/04/2017,5,26
01/04/2017,6,47
01/04/2017,7,110
01/04/2017,8,236
01/04/2017,9,390
01/04/2017,10,472
01/04/2017,11,483
01/04/2017,12,508
01/04/2017,13,540
01/04/2017,14,448
01/04/2017,15,465
01/04/2017,16,448
01/04/2017,17,496
01/04/2017,18,494
01/04/2017,19,393
01/04/2017,20,235
01/04/2017,21,151
01/04/2017,22,134
01/04/2017,23,126
02/04/2017,0,122
02/04/2017,1,64
02/04/2017,2,42
02/04/2017,3,28
02/04/2017,4,17
02/04/2017,5,18
02/04/2017,6,30
02/04/2017,7,71
02/04/2017,8,152
02/04/2017,9,275
02/04/2017,10,380
02/04/2017,11,382
02/04/2017,12,459
02/04/2017,13,529
02/04/2017,14,489
02/04/2017,15,508
02/04/2017,16,483
02/04/2017,17,446
02/04/2017,18,442
02/04/2017,19,373
02/04/2017,20,232
02/04/2017,21,160
02/04/2017,22,136
02/04/2017,23,71
03/04/2017,0,35
03/04/2017,1,9
03/04/2017,2,11
03/04/2017,3,6
03/04/2017,4,14
03/04/2017,5,73
03/04/2017,6,378
03/04/2017,7,1401
03/04/2017,8,2590
03/04/2017,9,1123
03/04/2017,10,414
03/04/2017,11,340
03/04/2017,12,494
03/04/2017,13,499
03/04/2017,14,443
03/04/2017,15,468
03/04/2017,16,827
03/04/2017,17,2143
03/04/2017,18,1953
03/04/2017,19,1017
03/04/2017,20,562
03/04/2017,21,307
03/04/2017,22,216
03/04/2017,23,93
04/04/2017,0,39
04/04/2017,1,11
04/04/2017,2,8
04/04/2017,3,7
04/04/2017,4,12
04/04/2017,5,76
04/04/2017,6,442
04/04/2017,7,1467
04/04/2017,8,2580
04/04/2017,9,1151
04/04/2017,10,482
04/04/2017,11,390
04/04/2017,12,465
04/04/2017,13,446
04/04/2017,14,390
04/04/2017,15,509
04/04/2017,16,781
04/04/2017,17,1946
04/04/2017,18,1872
04/04/2017,19,1013
04/04/2017,20,495
04/04/2017,21,357
04/04/2017,22,241
04/04/2017,23,106
05/04/2017,0,44
05/04/2017,1,24
05/04/2017,2,8
05/04/2017,3,7
05/04/2017,4,18
05/04/2017,5,64
05/04/2017,6,428
05/04/2017,7,1526
05/04/2017,8,2656
05/04/2017,9,1070
05/04/2017,10,429
05/04/2017,11,397
05/04/2017,12,487
05/04/2017,13,471
05/04/2017,14,447
05/04/2017,15,484
05/04/2017,16,831
05/04/2017,17,1962
05/04/2017,18,1778
05/04/2017,19,979
05/04/2017,20,494
05/04/2017,21,330
05/04/2017,22,286
05/04/2017,23,164
06/04/2017,0,57
06/04/2017,1,25
06/04/2017,2,15
06/04/2017,3,5
06/04/2017,4,20
06/04/2017,5,69
06/04/2017,6,411
06/04/2017,7,1429
06/04/2017,8,2577
06/04/2017,9,1147
06/04/2017,10,446
06/04/2017,11,394
06/04/2017,12,505
06/04/2017,13,499
06/04/2017,14,449
06/04/2017,15,491
06/04/2017,16,821
06/04/2017,17,1839
06/04/2017,18,1741
06/04/2017,19,918
06/04/2017,20,531
06/04/2017,21,370
06/04/2017,22,312
06/04/2017,23,188
07/04/2017,0,69
07/04/2017,1,23
07/04/2017,2,9
07/04/2017,3,6
07/04/2017,4,19
07/04/2017,5,49
